567,029653446763
2613,66578587362
409,274327930656
1358,15529955465
273,440550935194
2759,93237761312
8707,92998111431
1166,10666962299
2834,84571314922
2727,32981820746
5721,4315393923
3808,60961023514
1897,90853469628
118,705425465808
1866,60983705689
1101,40865017027
220,514070460812
7932,33621884805
1254,95680222286
1994,1858281657
817,251689024852
1133,59683960564
3705,3362734324
3658,54341843843
1996,44630792804
1347,60853649471
1763,98084594308
6679,11896322813
4392,41116357381
17,7603317069636
668,283012825196
2990,79780074805
6748,50577364839
1880,30483657695
161,200893668551
273,423623709671
3367,77470922646
4951,75150859251
959,211381998477
327,749873473193
632,93936903446
4967,799513359
1488,86126350372
229,629934277213
1188,8805333231
1946,23892549902
2247,36102223506
913,784233039145
4270,14928246902
210,602376638261
3539,85591193049
341,847007308084
169,316795244495
3150,79091747235
170,665645090242
508,202034439986
1570,535944775
45,477471775132
3670,76171666047
886,501386764227
592,066962845655
4000,40035960842
7130,41505972408
4864,19861918231
6268,43204604948
1559,79810934411
7079,63662011532
257,219861768754
3933,21571960497
1904,32803154705
3273,45446654291
7643,71184596033
2120,95072830792
1022,66938897067
5548,03851630913
2714,74396957957
4522,56587019822
2213,50305412826
458,86799020314
950,710244484111
2405,14203263593
7914,30122745889
6898,37422485015
590,82146837228
5543,25882374926
6086,39296891931
1937,04642395351
2228,73358666558
597,233639883452
1266,54207740516
2374,7979701058
638,727476611607
1967,29318521325
1980,1225172035
2761,80901634405
1595,0158729991
224,67502254186
1065,11556991987
105,670506034359
252,669333039163
1543,16927300634
5914,77408126685
396,267237156754
4806,58074673572
959,657236184765
2023,85530243062
1930,45715363811
7450,26873370738
7250,55011747524
1478,65035205318
92,0329618640398
681,879016554858
4867,29946183846
1070,83747390976
5324,66233538727
489,235641802305
3232,33579116284
2443,53341590079
728,964669473453
66,4212475728342
850,020920933234
600,70792690325
1718,68840713878
5982,29131907518
459,209529984374
8290,29949553558
3537,92443380268
1826,0522173187
7492,57997971241
4833,80292598987
3266,07221103929
282,879184532389
1686,7086060898
6022,91917927699
724,062126162957
1187,11726483522
4179,06420982353
3401,04983095781
5716,55666939288
1940,00399261667
5478,18966844873
113,563905571384
7210,75228589855
5325,99612124916
886,358071186746
6475,78109981296
1106,58088124477
744,303312692001
864,717123762107
7474,74630017986
749,742370464719
3471,54287987461
139,731780913534
835,581797358851
3201,24768788984
5377,27188984736
1998,10020405711
9522,80514908899
2894,07370317312
1632,17278324495
7275,79844958838
1943,93790281002
1408,54046399637
2209,69496719804
3491,28584265396
81,6352250299581
6032,24074144673
3184,64036638599
521,019855957953
1606,00671509188
5322,37361406087
4647,96963906426
5123,35200571239
2230,75358299527
656,743045949723
112,969225822468
2383,77497989069
627,62213806837
171,646954746287
4305,71036043843
3589,75563790545
2704,7220133416
7777,85468101262
8206,69969225614
3538,1449503089
1196,46462617976
3355,39385977965
858,457350673367
77,3856834766388
2628,79349108915
1069,82475018307
2386,02199281753
6541,43996458987
5433,07385339452
3751,22217662596
1392,46460348669
2464,58352073495
92,9442836679259
1887,33682776258
1058,36947951017
3947,51944273455
338,974838139943
6111,61021052283
1157,75715378474
4851,84524679084
369,555336676331
925,211433328321
4574,40486890003
1926,09084726828
7165,37356864911
518,099167178431
430,412506847834
1737,15085599439
1088,62601088762
2147,70751895928
4428,38580652251
787,100888177334
3070,91905457383
6637,07217971192
4534,19716152558
2633,20775996298
1074,27182376491
775,784558558736
2772,08305340357
4288,54950013782
2489,1390562752
295,319540804866
2630,55973461203
700,607359802168
45,654477631978
613,682446836346
7286,52670776682
546,876607545128
1074,13123078324
6507,9952051416
531,820576161528
530,329856989128
2314,10045634215
576,414796116955
5761,92125679782
1408,97903007501
2233,44760797892
4726,8590500247
1948,08070675893
5004,80659964253
5361,94018986772
982,352080159985
1132,61945025698
2425,16298124993
1172,75396267639
405,851158641209
108,408946061232
1864,12292073207
14,1863840884466
6920,93303454338
2195,80494791679
3751,91857181113
842,970011799582
24,4209728289493
257,533367645244
4495,21183237304
580,142929067436
477,27814779397
4909,92192500454
749,694504868562
731,26799505263
1506,46765666617
143,555228534879
2058,0947301947
222,522417626587
2617,80459437231
199,489162191511
102,540200799024
4564,52135926323
32,5140963385413
697,420733598257
787,130908744005
2214,86224530957
3316,88063189801
1382,13350809279
4060,7561532514
4141,70912592705
64,2173491428687
342,02448231728
627,682235555575
471,111421110626
1560,36968909221
841,11074960656
1846,98736755503
443,372323695278
1467,68043582685
4401,53516703357
7117,47713058883
3601,02764087404
98,8851860020706
1017,66861692707
836,742587457757
4707,27571357753
5751,61489080247
91,1503595384538
1139,45639559601
6389,8339172573
2882,19264106182
5441,68084449958
4368,3445696688
1,80393997477551
4458,43556076495
1557,27072186268
1319,83768751139
7496,87106136366
1821,04705233734
1570,37074187508
5535,23816355282
2023,49676673463
3581,49772351864
1792,91762134662
63,1173499688121
5755,47158237336
3982,5074496402
755,830919652633
909,17614960539
5013,03551078915
357,685785879235
3608,63128903258
1416,50499890396
1668,09412217703
4592,24156519223
4087,43393815096
3096,72711874485
1986,46643112715
1076,75482575398
1435,18603799873
715,817430785772
3379,8446116782
2886,30949200704
3284,99197398824
2058,32700149171
645,434850210061
3098,25951906026
2056,37459787744
8507,27381044639
576,430011995337
354,400152683444
5208,09208994037
4289,13961806295
3919,34100487937
1077,16693332287
1118,01807302517
499,290079291114
3004,53887704599
2270,73571620264
552,542651152491
1054,17059161662
2403,23675219865
3581,96432596723
2663,18474377095
3306,75140426809
2103,17287615648
7239,87002694647
818,419208373138
1201,09363707578
5094,1346072043
2079,28886302714
488,238715402893
3481,6143426898
1306,77222512046
1572,16033175595
4320,48395520564
3987,26690611395
4296,69960893164
2007,6342417801
1200,82573625111
3301,08885893463
1469,04805130607
615,609251652197
967,797624733205
2292,75036815356
594,621750840741
2706,60834031022
3516,38905088063
4177,37514407811
2309,09465768798
948,524039000517
2392,27494109342
387,377544719436
1151,18628053516
2911,24903375807
7152,56883096489
4290,04409983058
790,721395257265
4200,84206764346
7279,67421638764
6533,89823774337
3421,73379931214
3440,88560885279
3158,62667253363
592,875439040771
6462,29112124643
2008,88677869639
1084,17091054664
2933,12232820183
56,6811713821633
1825,6642566182
6791,89205386531
1449,37653721095
5905,85349667345
196,078836552835
578,359035908877
2965,32248420004
4921,21239782833
5715,3126261734
4556,98300925641
406,275399574673
937,041606876087
2280,6646487986
5226,32704036791
771,048936644126
25,0573835731751
2652,81721761674
491,370622409215
5653,62957529241
1513,98462840588
569,300155221159
616,463261884387
2675,22110251953
2448,94400814592
254,840096270125
1929,27613144614
1033,86221051862
4069,95368320027
215,298138138511
3324,8050614967
5113,89008936001
171,943656104125
338,312657528702
6480,90911488231
981,68368550515
1508,55952988032
869,855288048207
2385,40948959133
100,174349392845
7184,53316524091
120,184729508676
3805,78306983494
2702,15545696074
3448,20145390146
1016,94606617882
2597,04690523587
875,330776875061
8324,87509018037
8662,36535883293
1275,74674372736
3338,80599392895
1994,13785170491
386,48752551176
2825,80692005055
3351,52304495942
4895,80646572812
3622,15715583794
850,01111648046
1335,50579754426
2630,23779324546
3394,14275559929
4527,91300684116
1599,76600645053
534,619225242464
3145,37152340979
497,214111818566
2054,74147455336
2708,52182157362
5751,33545956357
894,249268683721
131,607337357294
5366,35147522127
6052,44123680631
4258,44102285544
1739,01220878307
3111,15406945728
1003,67761065144
246,239223910141
516,827083021322
578,072537634555
7,78059734719833
307,548738515726
116,779204896548
4531,00075222692
1189,23284756822
4127,26015874616
2348,11409368185
808,192393235486
4617,41449843879
1113,62411908508
1772,22741407725
31,6512694683165
1817,08922753906
560,120425393861
1099,64936443542
3420,62696255773
4230,80377578866
2791,43796284238
1119,33397250219
3857,91768350402
181,601717098896
158,505819955611
667,808240424287
862,298948399396
855,254974914368
1937,32541643191
259,194692937748
3580,93495857899
2354,22541630651
1385,05687049174
3951,25236468448
370,757762722558
1215,55536157245
344,628698704591
3029,21619041554
1984,10058556967
4913,61674941779
984,789934728663
5411,83890217768
414,478028424772
5339,76543743246
1639,67218549348
8941,51134511061
1179,6734219788
3205,6770085011
6348,58407048443
4811,80382821141
4023,04367141474
8124,63643250597
1859,634564841
257,224959232484
9,60290726954253
228,986682611046
4074,60047711227
2994,45512502662
3812,2805891504
677,723855598701
483,631559757344
681,832598035146
1310,69944929457
5657,61838441418
3298,67701717125
932,424375872791
421,159452213049
12,6402716863157
1588,05707927097
5619,95728373339
96,4209626328298
3410,02096037288
8527,1057811501
7,09197459932974
362,543222080238
2461,6194717873
5753,29895484322
1451,82223178624
5740,08053097319
5143,10647490206
1665,62573889532
4547,6737711009
300,39331727307
4680,14479543415
384,752957189806
1528,6057121682
900,67191496709
1513,02047020803
1569,74529748398
267,880661807899
5024,9599969019
5135,08678317773
185,72642571932
3381,19845908238
3888,67134903729
2654,17205752347
6982,96367593434
2056,54799477269
417,386886462284
7356,81552874475
715,57236163857
4547,58988641789
1226,51402486466
2822,74799817463
163,307660801014
350,654559546921
3391,63692923572
557,647468743216
1332,50439132867
3410,20641696742
204,578857587454
9681,55533095987
251,597151683456
4973,40871077283
7373,63728394994
73,2334635794319
809,891577673094
132,392795409259
122,312003526051
732,185545408253
517,839599078446
1953,1176686795
354,637495111505
2011,57171681038
91,1316703102233
3916,71767339703
7875,28802536115
1223,07851897463
1540,71248267531
964,117962104789
4585,82694293551
2614,53387753597
217,37158360303
4288,22001574059
